source_ip,destination_ip,source_port,destination_port,protocol,timestamp,packet_size,syn_flags,ack_flags,psh_flags,fin_flags,attack_label
129.191.113.186,28.23.182.44,46146,2149,Reserved,2024-11-16 03:25:11,701,0,0,1,0,Infiltration
169.133.76.239,182.36.172.187,30159,18108,UDP,2024-11-16 03:25:12,441,0,1,1,1,DoS slowloris
21.240.99.45,54.29.68.142,58045,48153,UDP,2024-11-16 03:25:13,1427,1,1,0,1,PortScan
118.170.154.6,74.73.50.136,6663,49130,Reserved,2024-11-16 03:25:14,1085,0,1,0,0,DoS slowloris
71.77.221.50,179.121.27.144,49234,64088,TCP,2024-11-16 03:25:15,1476,1,1,1,1,DoS GoldenEye
190.45.66.14,31.127.118.17,34050,42037,Reserved,2024-11-16 03:25:16,1087,1,1,0,0,DoS GoldenEye
102.214.101.162,15.39.163.174,33709,53848,UDP,2024-11-16 03:25:17,103,0,0,0,0,DoS slowloris
189.96.72.11,122.15.218.175,22929,53065,Reserved,2024-11-16 03:25:18,158,1,1,1,0,DoS Slowhttptest
93.158.29.74,172.59.162.28,58118,31843,Reserved,2024-11-16 03:25:19,86,1,1,0,1,BENIGN
107.65.106.248,202.82.162.231,27514,60515,Reserved,2024-11-16 03:25:20,590,0,0,0,0,Infiltration
194.186.161.30,76.99.191.46,7804,42856,Reserved,2024-11-16 03:25:21,1207,1,1,0,0,SSH-Patator
88.88.51.95,35.15.41.24,34300,28624,TCP,2024-11-16 03:25:22,1358,0,1,0,1,Heartbleed
213.12.233.90,156.229.88.192,59631,47938,TCP,2024-11-16 03:25:23,467,1,0,0,1,DDoS
31.188.35.29,132.165.65.39,16621,31026,TCP,2024-11-16 03:25:24,269,1,0,0,0,Infiltration
213.155.216.208,180.169.171.231,17722,45178,Reserved,2024-11-16 03:25:25,1090,1,1,1,0,DoS GoldenEye
11.143.34.108,19.172.252.233,47807,49998,TCP,2024-11-16 03:25:26,345,0,0,1,1,BENIGN
220.169.129.254,209.169.232.47,22430,51636,UDP,2024-11-16 03:25:27,735,0,1,1,1,DoS Hulk
132.198.100.39,122.234.91.186,15793,29255,TCP,2024-11-16 03:25:28,1494,0,1,0,1,DoS Slowhttptest
143.206.88.39,10.177.248.143,47154,31095,Reserved,2024-11-16 03:25:29,665,1,1,1,0,BENIGN
139.34.251.121,38.19.205.134,25899,41189,UDP,2024-11-16 03:25:30,259,0,0,1,0,Heartbleed
149.4.45.118,141.78.242.39,7517,8295,UDP,2024-11-16 03:25:31,1079,0,0,0,0,BENIGN
218.124.117.11,57.47.160.2,61063,41615,UDP,2024-11-16 03:25:32,1488,0,0,1,0,DDoS
220.79.91.119,48.64.58.232,3413,54067,Reserved,2024-11-16 03:25:33,922,0,0,1,0,Infiltration
13.64.71.195,121.3.68.28,25996,17747,TCP,2024-11-16 03:25:34,1164,0,0,0,1,SSH-Patator
110.136.73.77,115.6.176.95,20947,37241,Reserved,2024-11-16 03:25:35,1430,0,1,0,1,Infiltration
196.52.27.235,35.76.143.242,51768,7165,Reserved,2024-11-16 03:25:36,186,1,1,1,1,SSH-Patator
73.117.251.30,162.194.40.253,4826,51245,UDP,2024-11-16 03:25:37,1284,1,1,0,1,SSH-Patator
198.74.112.48,164.223.236.144,44932,16571,Reserved,2024-11-16 03:25:38,953,0,1,1,1,BENIGN
40.65.157.117,41.83.224.23,14705,29724,Reserved,2024-11-16 03:25:39,761,0,0,0,1,BENIGN
59.201.52.49,17.147.31.26,13726,25611,UDP,2024-11-16 03:25:40,361,0,1,0,1,Heartbleed
206.199.40.120,9.209.124.102,47378,48246,TCP,2024-11-16 03:25:41,1038,1,0,0,0,SSH-Patator
124.6.248.76,101.119.124.57,20193,37919,TCP,2024-11-16 03:25:42,368,0,1,0,1,BENIGN
141.55.210.104,29.27.202.208,33811,1445,TCP,2024-11-16 03:25:43,1313,0,1,0,0,Infiltration
38.139.140.144,3.63.115.27,44762,65307,Reserved,2024-11-16 03:25:44,1488,1,1,0,1,DoS slowloris
210.49.154.17,141.193.130.46,42023,19698,Reserved,2024-11-16 03:25:45,975,0,1,0,0,DoS GoldenEye
5.67.5.181,5.181.33.249,35963,56247,UDP,2024-11-16 03:25:46,1402,1,0,0,0,PortScan
106.118.101.70,186.66.79.203,12095,65431,Reserved,2024-11-16 03:25:47,819,0,1,1,1,BENIGN
77.224.75.144,172.131.133.44,21120,33912,TCP,2024-11-16 03:25:48,1246,1,0,0,1,DoS Hulk
169.118.88.206,87.20.187.145,1115,60346,UDP,2024-11-16 03:25:49,782,1,0,0,0,PortScan
114.163.11.144,216.208.74.55,8465,21453,UDP,2024-11-16 03:25:50,283,0,0,0,0,DoS Slowhttptest
168.153.127.38,208.161.115.43,10914,54574,UDP,2024-11-16 03:25:51,76,1,1,0,0,DDoS
176.68.34.30,205.121.221.212,24887,30044,UDP,2024-11-16 03:25:52,295,1,1,1,0,DoS GoldenEye
40.50.37.17,163.110.143.110,47662,19348,UDP,2024-11-16 03:25:53,850,1,0,0,1,Infiltration
27.76.124.0,44.227.202.186,21218,7820,UDP,2024-11-16 03:25:54,180,1,0,1,0,PortScan
140.28.176.144,107.178.90.231,43132,37502,TCP,2024-11-16 03:25:55,57,1,1,1,1,Heartbleed
58.97.241.5,77.7.59.57,40212,13495,UDP,2024-11-16 03:25:56,1436,0,1,0,1,Infiltration
77.33.136.30,101.115.205.31,26746,51080,Reserved,2024-11-16 03:25:57,517,0,0,0,1,Heartbleed
175.210.78.227,206.37.15.230,5391,10426,TCP,2024-11-16 03:25:58,1272,0,1,1,0,Infiltration
78.169.21.156,54.243.80.84,34331,34122,UDP,2024-11-16 03:25:59,593,1,0,1,1,DoS slowloris
53.182.110.206,82.32.166.160,29840,21496,UDP,2024-11-16 03:26:00,1051,0,0,0,1,DDoS
53.237.168.38,16.133.199.250,13346,30002,TCP,2024-11-16 03:26:01,385,1,1,0,0,DoS slowloris
188.221.63.48,162.156.248.20,59137,59083,Reserved,2024-11-16 03:26:02,102,1,1,0,0,BENIGN
173.40.15.162,90.100.49.205,22658,43045,TCP,2024-11-16 03:26:03,1264,1,1,0,0,DDoS
166.114.13.204,194.91.152.12,42513,62801,Reserved,2024-11-16 03:26:04,1431,0,1,1,0,PortScan
199.56.141.222,131.9.55.79,3533,40626,UDP,2024-11-16 03:26:05,504,1,0,1,1,FTP-Patator
28.95.126.129,214.0.4.202,45286,59203,UDP,2024-11-16 03:26:06,1422,0,0,0,1,FTP-Patator
181.155.59.181,108.228.240.147,7125,63027,TCP,2024-11-16 03:26:07,1133,1,1,1,1,FTP-Patator
203.242.69.201,18.92.104.65,7310,39429,UDP,2024-11-16 03:26:08,286,0,0,1,1,Heartbleed
208.253.57.243,151.202.170.9,46441,46419,UDP,2024-11-16 03:26:09,304,1,1,0,0,DoS slowloris
190.202.147.37,107.239.220.232,34796,26111,UDP,2024-11-16 03:26:10,1189,1,0,0,1,DoS GoldenEye
30.186.232.139,43.221.7.113,20788,6484,TCP,2024-11-16 03:26:11,768,0,0,0,0,PortScan
126.108.67.9,79.36.174.101,17624,57432,UDP,2024-11-16 03:26:12,1037,1,0,0,1,PortScan
136.35.36.196,154.246.226.252,11543,41853,UDP,2024-11-16 03:26:13,1062,1,1,1,1,Infiltration
1.212.75.240,154.111.74.132,43222,32448,UDP,2024-11-16 03:26:14,788,0,1,1,1,DDoS
131.49.208.158,162.81.217.112,24619,22748,UDP,2024-11-16 03:26:15,429,1,0,0,1,DoS GoldenEye
40.87.232.25,111.79.186.135,21459,49413,TCP,2024-11-16 03:26:16,832,0,1,1,1,Heartbleed
145.65.84.3,117.195.180.204,38924,19836,TCP,2024-11-16 03:26:17,213,0,1,1,0,DoS Slowhttptest
24.152.95.32,216.103.55.219,15095,29793,TCP,2024-11-16 03:26:18,1355,1,1,0,0,SSH-Patator
196.41.50.135,199.125.43.99,44740,35078,TCP,2024-11-16 03:26:19,573,1,1,1,1,FTP-Patator
23.217.132.233,115.212.55.216,22252,37630,TCP,2024-11-16 03:26:20,1187,1,0,0,1,FTP-Patator
51.154.7.216,96.173.111.107,9991,16879,Reserved,2024-11-16 03:26:21,550,1,0,0,0,PortScan
49.207.67.203,10.120.66.58,44188,52932,TCP,2024-11-16 03:26:22,916,0,0,0,1,DoS GoldenEye
62.56.207.36,57.97.138.57,31571,27499,TCP,2024-11-16 03:26:23,473,0,1,1,0,Infiltration
184.31.21.39,119.20.97.77,28092,45100,Reserved,2024-11-16 03:26:24,1145,0,0,1,1,DoS GoldenEye
128.68.240.189,103.247.141.113,14084,58215,Reserved,2024-11-16 03:26:25,362,0,1,0,1,DoS slowloris
213.208.229.3,60.104.192.42,17989,53713,UDP,2024-11-16 03:26:26,85,1,1,1,1,DoS GoldenEye
174.177.142.72,31.14.68.118,10187,49076,TCP,2024-11-16 03:26:27,769,0,0,1,1,DoS GoldenEye
175.53.55.65,133.222.176.145,34949,61460,UDP,2024-11-16 03:26:28,296,1,1,0,1,Heartbleed
196.74.44.231,116.105.47.57,42590,40315,TCP,2024-11-16 03:26:29,600,1,0,0,0,DoS Hulk
42.19.154.145,100.59.131.3,7933,60278,Reserved,2024-11-16 03:26:30,1286,1,1,1,0,PortScan
194.55.111.11,222.231.151.207,57106,59248,UDP,2024-11-16 03:26:31,714,0,0,1,1,FTP-Patator
36.53.97.243,189.100.253.35,13174,39249,Reserved,2024-11-16 03:26:32,194,1,1,0,0,DoS Hulk
23.220.49.116,166.48.136.50,13391,55934,Reserved,2024-11-16 03:26:33,441,0,1,0,0,Infiltration
187.24.223.43,164.220.110.230,20644,47354,UDP,2024-11-16 03:26:34,1046,1,0,0,1,DoS slowloris
154.92.18.68,105.108.248.137,62796,10050,Reserved,2024-11-16 03:26:35,1197,0,1,1,0,DDoS
34.39.62.254,81.204.188.226,52072,1817,UDP,2024-11-16 03:26:36,1167,1,1,1,0,Heartbleed
146.209.128.22,152.126.6.53,17033,1817,Reserved,2024-11-16 03:26:37,445,1,0,0,1,Heartbleed
178.131.115.160,119.24.113.201,3812,31352,Reserved,2024-11-16 03:26:38,80,1,0,1,0,PortScan
80.201.62.221,161.21.232.54,57256,2998,Reserved,2024-11-16 03:26:39,306,0,0,1,0,DoS Slowhttptest
139.174.72.136,17.16.32.228,34193,23838,UDP,2024-11-16 03:26:40,1145,0,1,1,0,FTP-Patator
221.58.135.33,139.228.150.153,61657,63427,UDP,2024-11-16 03:26:41,1374,0,0,0,1,DoS slowloris
218.5.116.153,92.254.109.118,21683,53934,TCP,2024-11-16 03:26:42,1198,1,1,1,0,DDoS
103.187.54.49,92.53.213.85,65433,52013,UDP,2024-11-16 03:26:43,443,0,0,0,0,PortScan
134.107.108.211,15.31.227.62,5834,24870,UDP,2024-11-16 03:26:44,200,1,1,0,1,Infiltration
207.120.236.240,98.93.45.65,2811,10203,Reserved,2024-11-16 03:26:45,935,0,1,1,0,PortScan
93.122.101.123,136.165.52.72,50799,24272,Reserved,2024-11-16 03:26:46,138,0,1,1,1,Infiltration
184.34.84.49,146.227.191.22,49961,20416,UDP,2024-11-16 03:26:47,1004,1,0,0,0,SSH-Patator
204.8.96.118,42.125.173.247,30690,50734,TCP,2024-11-16 03:26:48,149,0,1,0,1,DoS Slowhttptest
122.138.42.223,7.71.180.53,60102,33581,Reserved,2024-11-16 03:26:49,1175,0,0,0,1,DoS GoldenEye
189.84.9.251,203.129.37.184,53574,49274,UDP,2024-11-16 03:26:50,482,0,0,0,1,BENIGN
152.180.253.125,41.128.237.148,62085,17330,TCP,2024-11-16 03:26:51,491,1,0,1,0,Infiltration
158.230.147.130,209.174.8.7,62904,21327,Reserved,2024-11-16 03:26:52,1033,0,0,1,1,DoS Hulk
1.205.73.127,173.168.47.26,57484,33008,Reserved,2024-11-16 03:26:53,955,1,0,1,0,DoS GoldenEye
35.92.127.15,187.173.143.3,34554,57902,UDP,2024-11-16 03:26:54,1488,1,0,1,1,SSH-Patator
11.48.189.242,175.144.114.113,53774,32674,TCP,2024-11-16 03:26:55,1102,0,1,0,1,DDoS
109.164.204.34,143.141.151.174,19662,60762,UDP,2024-11-16 03:26:56,1074,0,0,0,0,Infiltration
206.209.80.209,106.220.122.216,29382,14601,TCP,2024-11-16 03:26:57,1431,1,0,0,1,DoS Slowhttptest
39.193.254.109,69.174.235.192,7036,17210,UDP,2024-11-16 03:26:58,507,0,1,0,0,PortScan
121.109.58.107,103.234.226.28,26505,14358,TCP,2024-11-16 03:26:59,1150,0,0,0,0,Heartbleed
99.238.155.98,142.42.183.149,9879,9812,Reserved,2024-11-16 03:27:00,303,0,1,0,0,FTP-Patator
88.212.219.30,2.104.225.90,51183,43380,UDP,2024-11-16 03:27:01,788,1,1,0,0,DoS Hulk
166.247.111.107,33.151.124.216,51859,62434,Reserved,2024-11-16 03:27:02,591,1,0,1,0,DoS Hulk
30.82.149.54,144.83.243.233,39593,25257,TCP,2024-11-16 03:27:03,1475,1,0,1,0,BENIGN
10.215.124.201,15.184.227.17,36383,54564,UDP,2024-11-16 03:27:04,1474,1,0,1,1,DoS Hulk
204.65.250.161,52.33.67.92,17154,16045,UDP,2024-11-16 03:27:05,91,1,1,0,0,DoS slowloris
17.153.227.98,50.112.94.74,30049,24987,TCP,2024-11-16 03:27:06,1094,1,0,0,1,BENIGN
217.206.143.233,23.222.99.64,4882,12305,Reserved,2024-11-16 03:27:07,1310,0,0,0,1,DoS Hulk
101.157.150.112,159.7.173.52,8004,57919,Reserved,2024-11-16 03:27:08,1069,0,0,0,0,DoS GoldenEye
180.52.150.77,46.61.244.232,2188,9707,Reserved,2024-11-16 03:27:09,766,0,1,0,0,SSH-Patator
47.196.188.132,9.133.237.16,25168,37439,Reserved,2024-11-16 03:27:10,1173,1,0,0,1,DoS slowloris
108.233.205.115,220.23.132.36,9435,12793,TCP,2024-11-16 03:27:11,614,0,1,0,0,DDoS
129.41.187.62,44.197.206.126,33651,57723,TCP,2024-11-16 03:27:12,879,1,1,0,0,DoS GoldenEye
204.80.191.199,163.186.14.14,10879,37914,TCP,2024-11-16 03:27:13,250,1,1,1,1,SSH-Patator
111.250.108.221,73.23.184.227,45698,6285,UDP,2024-11-16 03:27:14,1487,0,0,0,0,DoS Slowhttptest
169.86.100.234,147.122.37.82,27846,7479,TCP,2024-11-16 03:27:15,288,0,1,0,1,SSH-Patator
173.194.182.14,100.155.141.106,17896,39089,UDP,2024-11-16 03:27:16,566,1,1,0,0,PortScan
14.120.0.181,133.208.3.19,32634,21329,TCP,2024-11-16 03:27:17,661,0,1,0,0,BENIGN
156.238.127.97,58.154.219.14,23443,49507,Reserved,2024-11-16 03:27:18,1207,1,0,0,0,Heartbleed
21.168.7.159,151.139.239.254,25949,24713,TCP,2024-11-16 03:27:19,347,1,0,0,1,DoS Slowhttptest
160.38.226.192,62.231.186.68,39006,58611,Reserved,2024-11-16 03:27:20,1010,0,1,1,1,DoS Slowhttptest
117.254.3.76,121.211.150.219,24885,36697,TCP,2024-11-16 03:27:21,288,0,1,0,0,DoS GoldenEye
76.42.167.86,131.92.40.49,16414,60401,UDP,2024-11-16 03:27:22,604,1,0,1,1,DoS Slowhttptest
212.50.147.175,197.84.253.40,17752,44798,TCP,2024-11-16 03:27:23,249,0,0,0,1,Heartbleed
126.4.199.144,115.111.164.184,61948,62116,UDP,2024-11-16 03:27:24,197,1,1,0,0,DoS Slowhttptest
18.207.35.4,11.201.225.130,30671,25502,TCP,2024-11-16 03:27:25,398,1,1,0,1,BENIGN
151.250.238.165,6.21.107.234,37504,55645,UDP,2024-11-16 03:27:26,605,0,1,1,0,BENIGN
40.149.172.40,39.159.161.54,46164,33783,Reserved,2024-11-16 03:27:27,1295,1,1,0,1,BENIGN
129.221.159.106,75.80.19.77,29527,7805,TCP,2024-11-16 03:27:28,716,0,0,0,0,DDoS
95.68.245.237,112.236.254.21,13491,56646,Reserved,2024-11-16 03:27:29,1016,0,0,0,0,Heartbleed
202.191.179.127,77.203.44.183,11160,18864,UDP,2024-11-16 03:27:30,1406,0,1,1,0,DoS GoldenEye
9.148.94.212,23.51.23.252,54555,56740,Reserved,2024-11-16 03:27:31,53,0,0,1,0,PortScan
160.135.47.15,165.95.205.234,56277,12537,Reserved,2024-11-16 03:27:32,1485,0,1,0,0,DDoS
14.114.43.44,12.211.187.239,42758,63398,UDP,2024-11-16 03:27:33,1477,0,1,0,1,DoS Hulk
214.161.147.186,15.175.176.80,40937,32455,TCP,2024-11-16 03:27:34,192,0,0,1,1,Infiltration
107.89.140.199,99.242.22.172,54740,35653,Reserved,2024-11-16 03:27:35,734,1,1,1,0,DoS Hulk
72.204.129.164,145.44.213.46,22123,42027,TCP,2024-11-16 03:27:36,73,1,1,0,0,DoS slowloris
139.169.233.94,183.202.114.6,32249,10880,UDP,2024-11-16 03:27:37,1389,1,1,0,0,DoS slowloris
98.125.245.158,95.175.2.246,21457,42037,UDP,2024-11-16 03:27:38,211,0,0,0,1,Infiltration
76.241.136.253,46.203.213.47,1465,14344,Reserved,2024-11-16 03:27:39,1384,0,0,1,0,DoS slowloris
88.242.126.172,115.100.47.49,41040,59168,TCP,2024-11-16 03:27:40,209,0,1,1,1,DoS Hulk
57.233.177.247,126.125.191.231,17612,4156,Reserved,2024-11-16 03:27:41,63,0,1,1,0,PortScan
57.140.78.237,83.234.174.111,19259,53685,UDP,2024-11-16 03:27:42,741,1,1,1,0,DoS GoldenEye
96.168.52.249,38.190.143.161,27610,62805,Reserved,2024-11-16 03:27:43,480,0,0,0,0,DDoS
62.87.207.19,39.144.114.216,30206,64755,UDP,2024-11-16 03:27:44,1424,1,1,1,1,BENIGN
29.154.22.142,23.61.76.3,23542,38265,TCP,2024-11-16 03:27:45,1004,0,0,0,0,DoS Hulk
166.6.214.176,95.92.139.243,18152,14648,Reserved,2024-11-16 03:27:46,214,0,0,1,1,DoS Slowhttptest
185.88.55.104,133.223.47.160,43463,28380,UDP,2024-11-16 03:27:47,90,0,0,0,0,DoS Slowhttptest
2.72.71.92,214.228.18.10,1897,11545,TCP,2024-11-16 03:27:48,979,0,1,1,1,PortScan
95.94.216.147,17.198.112.141,18050,53914,TCP,2024-11-16 03:27:49,113,0,1,0,0,Heartbleed
125.194.138.9,8.50.125.215,29935,23237,Reserved,2024-11-16 03:27:50,835,0,1,1,0,DoS Slowhttptest
42.48.35.202,200.81.79.70,18321,5473,Reserved,2024-11-16 03:27:51,99,0,0,0,0,DoS GoldenEye
21.69.79.160,183.8.178.109,12432,12895,Reserved,2024-11-16 03:27:52,1202,0,0,0,1,DoS GoldenEye
132.101.100.47,202.169.248.93,6988,46453,TCP,2024-11-16 03:27:53,1437,0,0,1,0,DDoS
95.194.21.35,2.99.21.211,14768,57557,Reserved,2024-11-16 03:27:54,1270,1,1,1,0,SSH-Patator
53.214.54.234,208.112.196.57,50677,13733,UDP,2024-11-16 03:27:55,634,0,0,1,1,DDoS
120.166.9.78,147.232.57.254,62804,21703,UDP,2024-11-16 03:27:56,400,0,0,1,0,BENIGN
50.43.103.119,223.52.148.16,26829,5023,UDP,2024-11-16 03:27:57,803,0,1,1,0,FTP-Patator
94.147.205.239,82.171.96.101,15891,54813,TCP,2024-11-16 03:27:58,309,1,1,1,0,Infiltration
174.55.168.195,135.145.236.195,42916,35759,TCP,2024-11-16 03:27:59,255,1,0,1,0,DoS GoldenEye
28.117.110.239,153.183.98.170,52233,33646,UDP,2024-11-16 03:28:00,1002,0,1,0,0,BENIGN
221.169.226.148,17.94.194.47,59198,45417,Reserved,2024-11-16 03:28:01,899,1,0,0,1,SSH-Patator
114.26.99.72,210.69.89.60,63246,15996,TCP,2024-11-16 03:28:02,617,0,0,1,0,DDoS
22.1.0.181,27.133.132.47,29736,18108,TCP,2024-11-16 03:28:03,315,1,0,0,1,Heartbleed
120.244.236.145,19.4.3.176,55550,32907,UDP,2024-11-16 03:28:04,753,0,1,1,0,DoS Hulk
78.226.235.255,158.33.193.235,6815,21651,UDP,2024-11-16 03:28:05,1079,0,0,0,0,Heartbleed
164.225.229.180,114.147.197.1,37206,4669,Reserved,2024-11-16 03:28:06,265,0,0,1,1,DoS GoldenEye
192.207.184.95,66.29.243.232,28969,10527,Reserved,2024-11-16 03:28:07,1464,0,0,1,1,FTP-Patator
8.214.59.237,91.66.9.1,39317,44283,TCP,2024-11-16 03:28:08,715,0,1,1,1,DDoS
205.147.226.19,81.31.86.90,29791,35054,TCP,2024-11-16 03:28:09,1389,0,0,1,1,DoS Hulk
175.146.166.44,160.228.184.120,44709,30536,UDP,2024-11-16 03:28:10,448,1,0,0,1,Infiltration
157.91.98.112,66.153.99.122,60294,4767,UDP,2024-11-16 03:28:11,1328,0,1,1,0,PortScan
45.218.76.91,216.200.96.205,43906,41894,Reserved,2024-11-16 03:28:12,699,0,1,0,0,DoS Slowhttptest
148.149.44.200,3.247.113.177,51627,14442,UDP,2024-11-16 03:28:13,462,1,0,0,0,BENIGN
33.157.54.14,30.126.114.197,20925,52789,TCP,2024-11-16 03:28:14,485,0,1,1,0,DDoS
104.161.138.155,86.83.117.209,55217,8055,Reserved,2024-11-16 03:28:15,791,1,1,1,1,BENIGN
149.224.74.253,144.133.16.190,39814,51801,UDP,2024-11-16 03:28:16,1077,1,1,0,1,DoS slowloris
109.90.18.8,219.215.14.84,2540,21983,Reserved,2024-11-16 03:28:17,1213,0,1,0,1,Infiltration
25.67.121.245,119.143.100.193,63375,21219,UDP,2024-11-16 03:28:18,1249,0,1,0,1,PortScan
168.147.33.6,25.165.199.185,63070,5348,UDP,2024-11-16 03:28:19,1340,1,0,0,0,Heartbleed
176.10.7.192,116.3.34.215,6853,59378,UDP,2024-11-16 03:28:20,442,0,0,1,0,Infiltration
164.57.121.84,136.26.77.144,12400,37234,Reserved,2024-11-16 03:28:21,354,1,1,1,0,DoS Hulk
217.70.188.234,220.10.247.32,16331,55786,TCP,2024-11-16 03:28:22,886,0,0,1,0,BENIGN
50.76.116.14,176.154.94.74,41712,6160,Reserved,2024-11-16 03:28:23,700,1,1,1,1,PortScan
174.184.223.198,147.165.237.246,19017,51750,TCP,2024-11-16 03:28:24,573,0,0,0,0,DDoS
46.100.107.177,211.22.153.167,24784,32639,UDP,2024-11-16 03:28:25,1133,1,1,0,0,PortScan
165.253.177.218,7.34.28.199,60492,47413,TCP,2024-11-16 03:28:26,376,0,1,1,1,DoS GoldenEye
143.158.223.197,60.231.182.22,61743,63594,UDP,2024-11-16 03:28:27,505,0,1,0,1,SSH-Patator
45.63.141.81,60.41.80.12,28000,15731,TCP,2024-11-16 03:28:28,1236,1,1,0,0,DoS GoldenEye
101.149.78.234,106.4.61.212,1841,5691,UDP,2024-11-16 03:28:29,280,1,1,0,1,BENIGN
57.27.194.216,164.51.33.187,27443,20186,Reserved,2024-11-16 03:28:30,469,1,1,0,0,DoS GoldenEye
25.52.147.76,135.225.209.101,20707,60870,TCP,2024-11-16 03:28:31,573,1,0,0,1,PortScan
43.58.254.80,16.101.196.40,54516,15095,Reserved,2024-11-16 03:28:32,141,0,1,0,1,FTP-Patator
114.196.199.157,101.23.190.138,9935,6325,UDP,2024-11-16 03:28:33,872,0,0,1,0,DDoS
126.200.93.143,20.8.128.24,41606,15874,TCP,2024-11-16 03:28:34,1346,0,1,1,0,DoS slowloris
97.79.181.94,139.156.255.147,30066,33740,Reserved,2024-11-16 03:28:35,1488,0,0,0,1,FTP-Patator
201.195.244.234,84.16.35.133,47038,63076,Reserved,2024-11-16 03:28:36,382,0,0,0,1,DoS GoldenEye
31.31.186.241,195.168.125.134,18921,28986,TCP,2024-11-16 03:28:37,93,0,1,0,1,DoS GoldenEye
18.116.46.79,136.7.74.212,53240,41835,UDP,2024-11-16 03:28:38,1129,1,1,0,1,FTP-Patator
181.21.162.76,146.124.86.119,10287,53941,UDP,2024-11-16 03:28:39,1110,0,0,1,0,Heartbleed
103.36.85.108,72.74.168.217,53518,4077,Reserved,2024-11-16 03:28:40,660,0,0,0,0,FTP-Patator
166.240.241.46,154.203.215.14,15169,14150,UDP,2024-11-16 03:28:41,300,0,0,1,0,BENIGN
204.251.238.29,61.86.237.40,25269,50678,UDP,2024-11-16 03:28:42,368,0,1,0,1,DoS Slowhttptest
50.153.78.220,21.105.33.203,1131,43908,UDP,2024-11-16 03:28:43,678,0,0,1,0,DoS Slowhttptest
170.100.241.62,57.100.127.35,33674,55515,TCP,2024-11-16 03:28:44,77,1,1,0,1,PortScan
40.57.117.180,159.198.164.129,1529,8547,TCP,2024-11-16 03:28:45,316,0,0,0,1,DoS Hulk
72.59.239.72,217.26.253.26,18613,18599,UDP,2024-11-16 03:28:46,275,0,0,1,0,SSH-Patator
134.108.125.142,110.123.7.47,39815,41185,TCP,2024-11-16 03:28:47,1251,0,0,0,0,BENIGN
91.250.186.53,91.75.165.133,27035,47793,UDP,2024-11-16 03:28:48,954,1,1,0,0,Heartbleed
46.2.87.42,223.46.66.139,12346,45905,Reserved,2024-11-16 03:28:49,1098,1,0,0,1,DoS Slowhttptest
35.152.45.218,86.86.152.96,64840,53391,TCP,2024-11-16 03:28:50,439,1,0,1,1,SSH-Patator
70.189.24.37,75.17.78.151,45361,3655,TCP,2024-11-16 03:28:51,725,0,1,0,0,FTP-Patator
196.229.235.59,2.3.79.212,33161,64774,UDP,2024-11-16 03:28:52,1425,0,0,1,0,DDoS
195.231.159.170,209.243.211.5,15463,39975,Reserved,2024-11-16 03:28:53,541,1,1,0,1,SSH-Patator
1.147.79.38,183.55.55.139,20440,45229,Reserved,2024-11-16 03:28:54,1080,1,1,1,0,Infiltration
2.201.93.209,89.163.182.112,36626,14910,TCP,2024-11-16 03:28:55,208,1,1,1,0,Infiltration
48.25.74.5,208.99.144.247,48389,1929,UDP,2024-11-16 03:28:56,416,1,1,1,1,DoS Hulk
168.21.85.144,35.200.236.169,28933,48000,UDP,2024-11-16 03:28:57,884,0,0,1,1,DoS slowloris
58.170.99.22,121.109.236.52,12209,48215,UDP,2024-11-16 03:28:58,1311,1,1,0,1,Heartbleed
108.254.163.12,124.80.53.20,62341,48692,UDP,2024-11-16 03:28:59,1145,0,0,0,1,FTP-Patator
143.111.124.134,122.208.196.163,18450,14398,TCP,2024-11-16 03:29:00,497,0,1,0,1,PortScan
173.202.19.74,145.149.163.124,44076,32063,UDP,2024-11-16 03:29:01,517,1,0,1,1,DDoS
29.41.185.166,162.191.235.65,53511,35652,Reserved,2024-11-16 03:29:02,1114,1,1,1,0,DDoS
149.54.242.169,65.98.235.28,36607,54975,UDP,2024-11-16 03:29:03,228,0,1,0,1,DoS slowloris
59.66.7.68,131.141.62.4,37986,12853,Reserved,2024-11-16 03:29:04,1100,1,0,0,0,Heartbleed
97.161.8.53,28.37.137.199,20298,48787,Reserved,2024-11-16 03:29:05,901,0,1,1,0,DoS slowloris
118.97.52.225,117.215.133.247,50503,12002,TCP,2024-11-16 03:29:06,1446,0,0,1,1,DoS Slowhttptest
152.206.46.126,76.180.197.210,30275,40868,UDP,2024-11-16 03:29:07,590,0,0,1,1,DoS Hulk
96.46.36.6,217.92.102.177,36523,8725,UDP,2024-11-16 03:29:08,1431,0,0,0,0,DoS Slowhttptest
197.47.138.238,172.210.127.126,36260,14883,Reserved,2024-11-16 03:29:09,533,0,1,1,0,DoS Slowhttptest
174.69.176.76,63.138.229.227,40197,10173,TCP,2024-11-16 03:29:10,778,0,1,0,0,DoS Slowhttptest
65.136.178.155,220.168.201.77,44573,8650,Reserved,2024-11-16 03:29:11,743,0,1,1,0,BENIGN
105.159.91.197,214.15.118.146,8790,59199,TCP,2024-11-16 03:29:12,1028,0,0,1,0,SSH-Patator
153.81.182.95,51.210.128.195,32460,46396,Reserved,2024-11-16 03:29:13,851,1,0,1,1,DoS Hulk
92.88.95.184,21.87.163.184,52624,34444,UDP,2024-11-16 03:29:14,492,1,1,0,1,Infiltration
