Destination_IP,Destination_Port
192.168.10.17,43138
192.168.10.17,43141
192.168.10.17,43131
69.164.192.154,443
192.168.10.16,36186
192.168.10.16,40672
192.168.10.16,48520
192.168.10.14,59670
192.168.10.16,35262
192.168.10.15,54386
192.168.10.16,42902
192.168.10.25,63050
192.168.10.15,54374
192.168.10.14,59675
192.168.10.15,54528
192.168.10.16,51128
83.169.206.221,443
37.220.163.15,443
192.168.10.14,59676
83.169.206.205,443
54.236.69.87,443
192.168.10.16,42060
192.168.10.16,59638
35.156.199.43,443
192.168.10.16,48524
192.168.10.16,48516
192.168.10.16,42094
192.168.10.16,38498
192.168.10.16,47302
192.168.10.16,42048
167.114.216.44,443
192.168.10.14,59678
52.15.95.43,443
192.168.10.50,35668
192.168.10.16,40676
192.168.10.16,35992
52.6.105.85,443
192.168.10.14,59679
52.206.50.92,443
192.168.10.25,63102
192.168.10.14,59680
192.168.10.14,59681
192.168.10.25,63143
169.54.33.171,80
192.168.10.25,63164
192.168.10.14,59683
88.99.128.141,443
34.197.64.192,443
52.28.160.181,443
192.168.10.14,59684
192.168.10.17,39039
46.105.175.30,443
192.168.10.16,40662
52.54.231.67,443
192.168.10.14,59685
192.168.10.17,39223
220.243.237.154,443
192.168.10.17,33335
192.168.10.17,33334
192.168.10.15,54190
192.168.10.14,59688
192.168.10.15,54193
66.150.48.51,80
192.168.10.8,57606
192.168.10.14,59690
192.168.10.25,63304
192.168.10.14,59691
192.168.10.19,51410
192.168.10.19,51442
192.168.10.17,39222
192.168.10.14,59692
192.168.10.19,48866
192.168.10.19,57552
192.168.10.19,57554
192.168.10.19,54643
169.54.33.178,443
192.168.10.25,63344
192.168.10.25,63343
192.168.10.14,59693
192.168.10.14,59632
192.168.10.14,59646
192.168.10.14,59695
192.168.10.14,59652
192.168.10.14,59660
52.15.61.180,443
192.168.10.14,59655
52.73.25.153,443
192.168.10.14,59696
192.168.10.17,33818
192.168.10.17,33798
192.168.10.17,33817
192.168.10.17,33819
66.150.48.56,80
192.168.10.17,45558
192.168.10.17,53219
192.168.10.17,33280
192.168.10.17,37134
192.168.10.17,45569
192.168.10.17,43009
192.168.10.17,39600
192.168.10.17,39254
192.168.10.17,40114
192.168.10.17,48804
192.168.10.17,59579
192.168.10.17,32967
192.168.10.17,53997
192.168.10.17,49363
192.168.10.17,59495
192.168.10.17,50695
192.168.10.14,59697
192.168.10.25,63385
192.168.10.25,63387
192.168.10.16,54152
192.168.10.16,34846
192.168.10.14,59699
216.58.210.3,443
192.168.10.16,55274
192.168.10.16,40190
192.168.10.16,57130
192.168.10.16,52114
192.168.10.16,55272
192.168.10.25,62673
192.168.10.17,34933
192.168.10.16,40670
192.168.10.16,36660
192.168.10.14,59700
192.168.10.14,59701
173.222.34.22,80
192.168.10.16,54894
192.168.10.16,47256
192.168.10.16,48526
192.168.10.16,50292
192.168.10.16,47294
192.168.10.16,47258
192.168.10.16,48672
192.168.10.14,59702
192.168.10.25,63421
192.168.10.14,59703
23.205.26.99,443
192.168.10.16,48674
64.95.32.41,443
192.168.10.8,57728
192.168.10.8,57739
192.168.10.14,59705
192.168.10.8,57738
192.168.10.8,57762
192.168.10.8,57765
169.54.33.160,443
192.168.10.50,49075
192.168.10.17,33663
192.168.10.17,58153
192.168.10.15,54593
52.84.145.47,80
192.168.10.16,46162
192.168.10.8,57683
151.101.0.222,80
34.197.15.208,80
192.168.10.8,57676
192.168.10.8,57729
52.216.225.168,443
23.217.21.117,80
192.168.10.8,57759
192.168.10.14,59706
192.168.10.15,54608
192.168.10.51,33865
192.168.10.8,57736
192.168.10.14,59707
192.168.10.51,44851
192.168.10.14,59633
192.168.10.14,59642
192.168.10.14,59658
192.168.10.14,59647
192.168.10.14,59649
192.168.10.14,59661
192.168.10.14,59708
192.168.10.14,59640
192.168.10.14,59654
192.168.10.14,59657
192.168.10.16,48680
104.16.133.156,443
52.216.228.83,80
192.168.10.17,42456
192.168.10.14,59709
192.168.10.17,43006
192.168.10.17,48184
192.168.10.17,49512
192.168.10.25,63457
192.168.10.14,59711
192.168.10.16,41580
192.168.10.14,59712
192.168.10.14,59713
192.168.10.51,51012
213.13.25.45,443
131.253.34.238,443
192.168.10.14,59719
192.168.10.16,39372
192.168.10.16,52614
192.168.10.19,56963
192.168.10.16,44890
192.168.10.16,37790
192.168.10.19,34527
23.219.226.39,443
104.105.77.64,443
192.168.10.16,38710
192.168.10.16,43522
192.168.10.16,44698
192.168.10.14,59720
192.168.10.14,59714
192.168.10.16,48688
34.200.139.55,80
192.168.10.14,59722
192.168.10.14,59723
192.168.10.16,48690
192.168.10.25,63499
104.27.209.30,443
192.168.10.14,59731
104.25.48.104,443
192.168.10.16,52466
52.14.68.155,443
192.168.10.14,59732
192.168.10.16,48722
104.197.220.91,443
192.168.10.14,59733
192.168.10.16,57886
192.168.10.16,53052
192.168.10.16,37034
192.168.10.16,52988
192.168.10.16,60270
192.168.10.16,35696
192.168.10.16,53498
192.168.10.16,48748
192.168.10.14,59735
192.168.10.16,49460
192.168.10.16,39360
192.168.10.14,59736
192.168.10.16,42830
192.168.10.16,45368
192.168.10.16,42832
192.168.10.16,47120
192.168.10.16,47122
192.168.10.16,52564
192.168.10.16,57826
192.168.10.16,56326
192.168.10.16,48920
192.168.10.16,51198
192.168.10.16,42016
192.168.10.16,42018
192.168.10.16,35770
192.168.10.16,41268
192.168.10.14,59737
192.168.10.16,55420
192.168.10.16,35750
66.151.147.231,443
63.251.85.37,443
23.1.136.230,443
54.231.82.219,443
192.168.10.16,55034
192.168.10.16,51560
192.168.10.5,52811
192.168.10.25,63564
192.168.10.14,59738
192.168.10.14,59740
192.168.10.19,51412
192.168.10.19,51443
192.168.10.25,63573
192.168.10.15,54600
192.168.10.14,59741
192.168.10.15,54617
192.168.10.15,54624
192.168.10.15,54623
192.168.10.14,59742
192.168.10.14,59743
192.168.10.16,34694
192.168.10.16,34696
192.168.10.16,35864
192.168.10.14,59744
192.168.10.16,49124
192.168.10.14,59746
192.168.10.14,59747
192.168.10.19,57025
192.168.10.14,59748
192.168.10.14,59749
192.168.10.14,59750
62.241.13.24,443
192.168.10.16,49132
192.168.10.14,59752
192.168.10.16,35912
192.168.10.16,35910
192.168.10.16,57582
192.168.10.16,35942
192.168.10.16,47910
192.168.10.16,47912
192.168.10.8,57659
192.168.10.16,34818
192.168.10.8,57704
192.168.10.8,57707
192.168.10.8,57710
192.168.10.8,57702
192.168.10.8,57695
192.168.10.14,59753
192.168.10.8,57700
192.168.10.8,57719
192.168.10.8,57730
192.168.10.8,57764
192.168.10.8,57722
192.168.10.8,57763
192.168.10.8,57756
192.168.10.8,57761
192.168.10.8,57727
192.168.10.15,54610
192.168.10.15,54620
192.168.10.14,59754
192.168.10.14,59755
192.168.10.14,59756
192.168.10.16,49450
192.168.10.16,49448
192.168.10.16,49442
192.168.10.14,59758
192.168.10.16,49458
192.168.10.16,45366
192.168.10.14,59759
192.168.10.25,63694
52.84.143.43,443
192.168.10.14,59760
192.168.10.16,55024
192.168.10.16,55018
192.168.10.16,55032
192.168.10.14,59761
146.20.132.215,443
192.168.10.14,59763
192.168.10.14,59764
192.168.10.16,55460
192.168.10.16,42478
192.168.10.16,55320
192.168.10.16,56034
192.168.10.16,55248
192.168.10.16,55414
192.168.10.16,55352
192.168.10.16,55354
192.168.10.16,47908
192.168.10.16,47906
192.168.10.14,59765
192.168.10.14,59766
52.86.243.13,443
192.168.10.14,59767
52.20.247.142,443
192.168.10.14,59769
192.168.10.14,59770
192.168.10.14,59771
192.168.10.16,46858
192.168.10.15,54660
192.168.10.14,59772
192.168.10.12,52064
192.168.10.12,47234
192.168.10.14,59774
192.168.10.25,63815
192.168.10.14,59775
192.168.10.19,46881
192.168.10.19,60105
192.168.10.50,25020
192.168.10.14,59776
52.216.227.19,443
192.168.10.14,59777
192.168.10.9,6897
192.168.10.14,59782
192.168.10.9,6911
192.168.10.14,59783
192.168.10.17,40346
54.227.84.7,443
192.168.10.51,33871
192.168.10.51,49426
192.168.10.14,59784
192.168.10.51,45389
192.168.10.51,46697
54.230.7.197,80
192.168.10.51,60883
192.168.10.51,37231
192.168.10.51,37242
192.168.10.51,44756
192.168.10.51,44760
192.168.10.14,59785
192.168.10.51,38381
192.168.10.51,44309
192.168.10.51,39579
192.168.10.14,59787
192.168.10.14,59789
192.168.10.14,59790
192.168.10.14,59791
52.86.114.214,443
192.168.10.14,59792
192.168.10.14,59794
192.168.10.14,59795
192.168.10.25,63975
192.168.10.14,59796
192.168.10.14,59797
192.168.10.14,59798
192.168.10.15,54645
192.168.10.15,54646
192.168.10.15,54659
192.168.10.15,54651
192.168.10.15,54648
192.168.10.15,54649
192.168.10.15,54669
192.168.10.15,54671
192.168.10.14,59800
192.168.10.25,63995
192.168.10.14,59801
52.71.244.91,443
192.168.10.14,59802
192.168.10.50,58288
192.168.10.17,59022
192.168.10.17,58176
192.168.10.14,59804
192.168.10.25,64031
52.21.68.84,443
192.168.10.14,59805
192.168.10.25,64063
192.168.10.14,59806
192.168.10.14,59807
23.203.75.152,443
23.194.108.97,443
192.168.10.5,52977
192.168.10.5,52840
192.168.10.5,52836
192.168.10.5,52873
192.168.10.14,59809
192.168.10.5,52903
192.168.10.17,38378
23.194.180.54,443
173.222.142.186,443
192.168.10.5,53057
52.44.137.137,443
192.168.10.14,59810
69.192.27.199,443
52.0.157.21,443
192.168.10.8,57740
192.168.10.14,59811
192.168.10.15,54653
192.168.10.15,54673
192.168.10.15,54677
192.168.10.16,40312
192.168.10.12,56034
192.168.10.12,56178
192.168.10.12,34660
192.168.10.12,45604
64.95.32.37,443
146.20.128.217,443
52.72.232.123,443
146.20.128.218,443
146.20.132.188,443
72.249.192.40,443
192.168.10.12,34274
192.168.10.12,56702
52.86.195.127,443
192.168.10.12,49876
192.168.10.12,49874
192.168.10.12,36880
192.168.10.12,41700
192.168.10.16,53594
192.168.10.16,55834
192.168.10.19,48390
192.168.10.19,32994
192.168.10.9,6896
192.168.10.9,6898
192.168.10.16,48750
107.22.217.100,443
192.168.10.19,50506
192.168.10.19,49587
192.168.10.19,33712
192.168.10.19,48163
54.201.161.61,443
192.168.10.19,58331
192.168.10.19,58332
192.168.10.19,49992
192.168.10.19,46557
192.168.10.19,46558
54.197.246.53,80
23.195.15.172,80
192.168.10.9,6966
13.54.214.5,80
192.168.10.19,54772
192.168.10.25,64198
192.168.10.51,46593
192.168.10.51,33878
192.168.10.51,45388
192.168.10.51,45387
66.102.255.32,443
52.216.20.131,443
192.168.10.25,64237
192.168.10.25,64259
146.20.129.105,443
31.13.69.203,80
54.208.234.70,443
34.201.79.55,80
192.168.10.19,49653
23.195.254.99,80
96.6.174.188,443
96.6.174.188,80
172.217.11.6,80
23.23.214.121,80
173.222.141.34,443
192.168.10.15,54747
209.177.157.79,80
104.88.58.222,80
173.222.141.34,80
104.130.3.107,80
52.216.20.131,80
104.225.8.149,80
52.129.70.11,443
192.168.10.51,49427
192.168.10.15,54937
192.33.31.50,443
169.54.33.194,80
192.168.10.12,34276
192.168.10.16,50736
192.168.10.25,64411
192.168.10.51,33981
64.95.32.20,443
192.168.10.51,47570
64.95.32.39,443
192.168.10.51,37372
192.168.10.19,50118
192.168.10.51,57461
192.168.10.51,57462
192.168.10.51,43848
74.118.186.127,443
192.168.10.51,52641
192.168.10.51,52644
192.168.10.51,41033
192.168.10.51,37368
192.168.10.51,41034
192.168.10.19,56589
192.168.10.19,52406
192.168.10.19,56603
192.168.10.51,60724
192.168.10.51,60725
192.168.10.19,42753
192.168.10.19,42755
192.168.10.19,56623
192.168.10.19,56622
192.168.10.19,42706
192.168.10.19,42754
192.168.10.19,42756
192.168.10.19,42757
192.168.10.19,47042
192.168.10.51,37010
192.168.10.51,60759
192.168.10.51,60754
192.168.10.19,56385
192.168.10.19,45717
192.168.10.19,54913
192.168.10.19,37587
192.168.10.19,45712
192.168.10.51,37451
192.168.10.19,54470
54.86.3.100,443
192.168.10.51,37415
192.168.10.25,64490
192.168.10.19,50505
192.168.10.12,42100
192.168.10.25,64507
34.199.66.174,80
192.168.10.25,64523
192.168.10.25,64521
192.168.10.25,64526
52.86.95.81,443
192.168.10.25,64541
192.168.10.25,64553
192.168.10.25,64557
192.168.10.25,64556
192.168.10.25,64560
192.168.10.25,64561
192.168.10.25,64558
192.168.10.25,64564
192.168.10.25,64562
192.168.10.25,64563
192.168.10.50,64107
192.168.10.25,64568
192.168.10.25,64569
192.168.10.25,64567
192.168.10.25,64571
192.168.10.25,64570
192.168.10.25,64572
192.168.10.25,64575
192.168.10.25,64574
192.168.10.25,64573
192.168.10.12,39504
192.168.10.12,39502
192.168.10.12,39510
192.168.10.50,41617
23.50.64.191,80
192.168.10.25,64586
192.168.10.25,64585
192.168.10.25,64589
192.168.10.25,64588
192.168.10.25,64602
192.168.10.25,64600
66.231.239.55,443
192.168.10.25,64607
192.168.10.25,64616
192.168.10.25,64618
192.168.10.15,55023
192.168.10.25,64613
192.168.10.25,64619
192.168.10.15,55052
192.168.10.15,55031
192.168.10.16,55830
192.168.10.16,37724
192.168.10.16,34622
192.168.10.19,57332
151.101.208.70,443
192.168.10.15,54891
35.186.244.130,80
34.200.165.14,443
192.168.10.50,49334
192.168.10.14,59826
192.168.10.14,59825
192.168.10.15,55223
23.50.76.87,80
192.168.10.16,55942
192.168.10.16,55940
192.168.10.16,55948
192.168.10.16,36694
192.168.10.16,55996
192.168.10.16,55994
192.168.10.16,32856
192.168.10.16,45680
192.168.10.16,43058
192.168.10.50,23518
192.168.10.51,42533
192.168.10.51,57418
192.168.10.51,33866
192.168.10.51,33868
192.168.10.51,33859
192.168.10.51,33867
192.168.10.51,49712
192.168.10.51,46318
192.168.10.51,46299
192.168.10.51,46316
192.168.10.51,46311
192.168.10.51,46315
52.44.125.2,443
52.2.115.112,443
23.23.153.147,443
192.168.10.19,57501
69.172.216.161,443
192.168.10.19,33144
192.168.10.5,53159
192.168.10.19,33150
192.168.10.19,41024
192.168.10.19,58437
192.168.10.19,53587
192.168.10.19,45866
192.168.10.19,40688
192.168.10.19,43036
192.168.10.19,41757
104.118.222.201,443
54.225.148.189,443
192.168.10.14,59840
192.168.10.14,59841
192.168.10.14,59842
192.168.10.15,55020
192.168.10.15,55108
192.168.10.51,47574
192.168.10.51,33982
192.168.10.15,55132
192.168.10.51,48600
23.50.76.87,443
54.192.36.167,80
54.192.37.225,80
104.88.58.222,443
192.168.10.25,64629
96.6.166.219,443
192.168.10.25,64636
192.168.10.15,55358
23.194.142.99,443
192.168.10.15,55348
192.168.10.8,57802
192.168.10.8,57808
192.168.10.8,57816
192.168.10.8,57832
192.168.10.8,57830
192.168.10.8,57795
192.168.10.50,42691
192.168.10.17,58246
192.168.10.8,57789
192.168.10.8,57800
192.168.10.8,57783
192.168.10.8,57785
192.168.10.8,57788
192.168.10.8,57774
104.88.42.35,443
192.168.10.8,57809
192.168.10.8,57819
192.168.10.8,57825
192.168.10.8,57855
192.168.10.8,57851
192.168.10.8,57839
23.203.82.243,443
192.168.10.8,57852
192.168.10.8,57854
192.168.10.8,57864
192.168.10.8,57845
192.168.10.8,57878
192.168.10.8,57879
192.168.10.8,57893
194.232.104.149,443
192.168.10.15,55431
192.168.10.12,35516
192.168.10.12,55170
192.168.10.12,38948
192.168.10.12,43246
192.168.10.15,54727
192.168.10.15,55476
192.168.10.12,43510
192.168.10.15,55474
192.168.10.12,47454
192.168.10.17,50074
192.168.10.12,42108
192.168.10.15,55507
192.168.10.15,55019
192.168.10.15,55017
192.168.10.50,33719
192.168.10.15,55565
192.168.10.15,55561
192.168.10.19,45360
192.168.10.19,60396
192.168.10.25,64637
192.168.10.25,64635
192.168.10.25,64631
192.168.10.25,64639
66.235.135.144,443
192.168.10.25,64640
192.168.10.25,64634
192.168.10.25,64633
192.0.77.48,443
192.168.10.15,55656
192.168.10.15,55639
192.168.10.16,55950
192.168.10.16,34792
192.168.10.16,36692
192.168.10.19,41648
192.168.10.16,54670
192.168.10.16,58952
192.168.10.19,40710
192.168.10.19,45283
192.168.10.19,45864
192.168.10.19,43643
192.168.10.5,53141
192.168.10.19,37745
192.168.10.8,57818
192.168.10.16,35658
192.168.10.5,53283
104.24.10.59,80
192.168.10.16,50002
192.168.10.16,35124
192.168.10.16,35122
192.168.10.16,57322
192.168.10.16,50508
173.194.219.94,443
192.168.10.16,38770
192.168.10.16,37104
192.168.10.16,34308
50.112.125.59,443
52.84.143.223,443
192.168.10.16,43342
192.168.10.16,34402
192.168.10.16,54456
192.168.10.16,57506
38.111.37.100,443
38.111.37.100,80
107.23.5.109,443
34.200.193.72,443
23.111.11.145,443
192.168.10.8,57786
192.168.10.8,57787
192.168.10.8,57791
192.168.10.8,57796
192.168.10.8,57793
192.168.10.14,59827
192.168.10.14,59829
192.168.10.8,57823
192.168.10.8,57827
23.205.6.80,443
192.168.10.8,57790
192.168.10.8,57850
192.168.10.8,57873
23.194.142.99,80
192.168.10.19,52360
192.168.10.19,35777
192.168.10.19,44895
54.173.119.167,80
192.168.10.15,55462
192.168.10.12,47452
192.168.10.12,43512
192.168.10.12,42112
192.168.10.14,59831
192.168.10.14,59839
192.168.10.19,45988
104.24.10.59,443
216.58.211.99,443
192.168.10.8,57771
192.168.10.8,57792
192.168.10.8,57794
192.168.10.8,57804
192.168.10.8,57806
192.168.10.8,57807
192.168.10.8,57829
192.168.10.8,57831
192.168.10.8,57805
192.168.10.8,57837
192.168.10.8,57801
192.168.10.8,57844
192.168.10.8,57840
192.168.10.14,59861
192.168.10.14,59859
192.168.10.14,59857
192.168.10.14,59868
192.168.10.14,59895
192.168.10.14,59899
192.168.10.14,59915
192.168.10.14,59922
192.168.10.14,59947
192.168.10.14,59955
192.168.10.14,59956
192.168.10.14,59949
192.168.10.14,59957
192.168.10.14,59966
192.168.10.14,59882
192.168.10.14,59867
192.168.10.14,59888
192.168.10.14,59893
34.200.153.104,443
192.168.10.14,59928
192.168.10.14,59927
192.168.10.14,59873
192.168.10.14,59924
192.168.10.14,59959
192.168.10.12,55166
192.168.10.14,59942
192.168.10.12,55630
192.168.10.12,35490
192.168.10.14,59967
192.168.10.14,59963
192.168.10.14,59970
192.168.10.8,57770
192.168.10.14,59972
192.168.10.16,55550
192.168.10.15,55566
192.168.10.16,42356
192.168.10.14,59892
192.168.10.19,55791
192.168.10.19,44142
192.168.10.19,35847
192.168.10.15,55734
151.101.20.204,80
52.6.25.230,443
192.168.10.51,45163
192.168.10.14,59902
192.168.10.14,59901
192.168.10.15,55823
208.46.17.48,80
192.168.10.15,55872
23.65.229.244,443
192.168.10.16,44298
192.168.10.16,42960
192.168.10.14,59865
192.168.10.16,36846
192.168.10.16,56242
192.168.10.16,58196
192.168.10.16,39288
192.168.10.16,50030
192.168.10.16,41598
192.168.10.16,44258
192.168.10.16,38978
192.168.10.16,53906
192.168.10.16,33920
192.168.10.14,59871
192.168.10.5,53302
145.221.181.249,443
192.168.10.16,36762
69.192.31.113,443
192.168.10.16,41326
192.168.10.16,41324
192.168.10.16,41340
192.168.10.16,41342
192.168.10.16,41344
192.168.10.16,34444
192.168.10.15,55946
192.168.10.15,55957
192.168.10.15,56014
192.168.10.16,33194
192.168.10.15,55956
192.168.10.16,33196
103.58.114.101,443
192.168.10.16,39224
192.168.10.16,50918
192.168.10.15,55995
54.65.122.3,443
54.231.40.194,443
192.168.10.15,56012
192.168.10.14,59853
192.168.10.14,59911
54.208.109.68,80
192.168.10.14,59920
192.168.10.14,59919
199.255.32.45,443
98.158.62.102,443
192.168.10.9,7141
192.168.10.51,32914
192.168.10.51,32917
85.215.5.31,443
151.101.66.83,443
192.168.10.51,39094
192.168.10.51,39095
192.168.10.16,49958
192.168.10.51,39093
192.168.10.51,53850
192.168.10.19,45925
192.168.10.17,35823
192.168.10.17,50039
192.168.10.51,56887
192.168.10.51,52629
192.168.10.51,56089
104.16.164.179,443
192.168.10.17,52288
192.168.10.15,56088
192.168.10.19,46043
192.168.10.14,59862
192.168.10.14,59860
192.168.10.14,59858
192.168.10.14,59889
192.168.10.14,59908
192.168.10.14,59898
192.168.10.14,59910
192.168.10.14,59900
192.168.10.14,59914
192.168.10.14,59925
192.168.10.14,59894
192.168.10.14,59946
192.168.10.14,59940
192.168.10.14,59856
192.168.10.14,59948
192.168.10.12,44868
192.168.10.12,34998
192.168.10.12,51780
192.168.10.12,45746
192.168.10.12,32916
184.173.192.220,443
192.168.10.12,46448
96.6.170.16,443
192.168.10.12,55452
96.6.166.148,443
52.201.1.219,443
192.168.10.19,51768
192.168.10.19,35849
192.168.10.19,55794
192.168.10.19,52467
192.168.10.19,33972
192.168.10.15,55982
192.168.10.14,59896
192.168.10.15,55925
192.168.10.15,55924
23.36.91.208,443
192.168.10.15,55920
192.168.10.15,56057
192.168.10.15,56059
192.168.10.15,56092
192.168.10.15,56096
192.168.10.15,56123
192.168.10.50,45378
192.168.10.17,39893
192.168.10.17,58341
192.168.10.9,7125
151.101.2.83,443
151.101.46.38,443
192.168.10.51,39089
192.168.10.51,42583
192.168.10.51,38895
192.168.10.51,39091
192.168.10.51,42584
192.168.10.51,40744
192.168.10.51,42582
192.168.10.51,40748
192.168.10.51,40746
192.168.10.51,40747
192.168.10.51,58858
192.168.10.51,58422
192.168.10.51,46114
192.168.10.51,56880
192.168.10.51,49931
23.199.170.9,443
192.168.10.51,42581
192.168.10.17,47351
192.168.10.17,53604
52.20.144.139,443
54.87.171.148,443
52.7.221.243,443
52.1.21.222,443
192.168.10.16,44836
192.168.10.16,41980
192.168.10.17,33035
192.168.10.17,56233
192.168.10.17,34105
192.168.10.17,57974
192.168.10.16,52352
192.168.10.16,56582
192.168.10.16,34442
192.168.10.15,55943
192.168.10.15,56102
192.168.10.16,33132
192.168.10.15,56049
192.168.10.19,45063
192.168.10.19,50055
192.168.10.19,55022
192.168.10.12,51764
192.168.10.12,51766
192.168.10.12,51758
192.168.10.15,56233
192.168.10.19,44490
192.168.10.19,38911
192.99.19.8,80
192.168.10.12,46878
192.99.19.8,443
192.168.10.12,44066
192.168.10.12,46876
192.168.10.12,56490
192.168.10.19,40462
144.217.69.224,443
192.168.10.19,36492
192.168.10.19,43095
192.168.10.19,58327
192.168.10.19,42392
192.168.10.19,56680
149.202.222.105,80
192.168.10.19,53886
192.168.10.25,64678
192.168.10.19,38905
192.168.10.51,42748
192.168.10.51,58689
192.168.10.16,52654
192.168.10.25,64679
192.168.10.25,64711
192.168.10.25,64712
192.168.10.25,64702
192.168.10.25,64687
192.168.10.25,64690
192.168.10.12,43458
192.168.10.12,39286
192.168.10.12,44432
192.168.10.12,44870
192.168.10.19,39713
192.168.10.50,5931
192.168.10.19,60606
192.168.10.5,53334
198.232.125.138,443
192.168.10.51,44930
192.168.10.51,37234
104.244.43.133,443
192.168.10.19,35993
192.168.10.19,36001
192.168.10.19,52216
192.168.10.19,36466
192.168.10.19,44528
192.168.10.19,52239
95.213.222.9,443
88.99.95.121,443
192.168.10.16,37234
192.168.10.50,21420
192.168.10.50,57197
192.168.10.14,60002
192.168.10.14,60015
34.195.71.138,443
192.168.10.14,59998
192.168.10.14,60003
192.168.10.14,60011
192.168.10.14,60007
192.168.10.14,60020
192.168.10.17,42533
192.168.10.19,39095
192.168.10.17,56563
192.168.10.19,39099
192.168.10.19,39100
88.99.107.163,443
192.168.10.19,52386
192.168.10.19,43576
192.99.44.208,443
192.168.10.17,38434
192.168.10.17,37063
192.99.16.159,443
158.69.126.206,443
192.168.10.19,33789
192.168.10.19,47496
192.168.10.19,36619
192.168.10.19,36620
192.168.10.19,51641
192.168.10.19,45763
192.168.10.19,45766
192.168.10.19,44636
192.168.10.19,39055
192.168.10.19,48300
192.168.10.51,37921
192.168.10.51,37922
192.168.10.51,37923
184.25.56.202,80
192.168.10.16,50780
111.202.114.38,443
192.168.10.16,49942
182.242.137.69,443
220.243.235.201,80
192.168.10.16,51362
192.168.10.16,42378
192.168.10.16,42578
192.168.10.16,43746
192.168.10.16,47450
192.168.10.16,38032
192.168.10.16,55026
192.168.10.16,33206
192.168.10.16,41032
192.168.10.8,57899
52.84.143.27,443
192.168.10.16,60586
192.168.10.51,59863
123.56.10.159,443
202.123.106.106,80
192.168.10.16,38848
192.168.10.16,36710
192.168.10.16,36706
192.168.10.19,58552
192.168.10.12,35618
192.168.10.12,35614
192.168.10.12,35616
192.168.10.12,35620
192.168.10.12,35612
192.168.10.12,35604
192.168.10.12,35606
192.168.10.51,60270
192.168.10.5,64790
192.168.10.19,59580
192.168.10.17,35563
192.168.10.51,51777
192.168.10.12,58634
192.168.10.19,54946
192.168.10.51,44349
192.168.10.19,40588
192.168.10.14,50246
192.168.10.19,46184
192.168.10.17,42354
192.168.10.19,54366
192.168.10.17,33050
192.168.10.5,62028
192.168.10.5,60364
192.168.10.51,48060
192.168.10.12,38660
192.168.10.51,36892
192.168.10.15,49731
192.168.10.8,52597
192.168.10.5,64530
192.168.10.3,24654
192.168.10.17,59285
192.168.10.12,57302
192.168.10.15,52401
192.168.10.3,30611
192.168.10.19,46183
192.168.10.14,59835
192.168.10.5,64301
192.168.10.51,47581
192.168.10.17,49567
192.168.10.12,47716
192.168.10.5,62320
192.168.10.51,56316
192.168.10.5,50308
192.168.10.19,45595
192.168.10.12,40664
192.168.10.5,65161
192.168.10.15,55658
192.168.10.14,56266
192.168.10.5,64899
192.168.10.5,62021
192.168.10.9,4483
192.168.10.51,52016
192.168.10.5,61167
192.168.10.8,57835
192.168.10.5,62968
192.168.10.12,41662
192.168.10.15,50352
192.168.10.17,55427
192.168.10.19,42982
192.168.10.51,51119
206.54.163.50,137
192.168.10.19,45336
192.168.10.5,50431
192.168.10.9,5569
192.168.10.16,49348
192.168.10.8,52598
192.168.10.17,50234
192.168.10.9,3053
192.168.10.12,60084
192.168.10.5,62027
192.168.10.5,65147
192.168.10.12,60508
192.168.10.8,49997
192.168.10.5,65145
192.168.10.12,35264
192.168.10.5,64898
192.168.10.5,62026
192.168.10.8,56476
192.168.10.5,60329
192.168.10.14,52649
192.168.10.16,33080
192.168.10.17,60689
192.168.10.9,64350
192.168.10.19,46290
192.168.10.51,41928
192.168.10.12,43588
192.168.10.5,61979
192.168.10.51,48749
192.168.10.9,62714
192.168.10.51,43572
192.168.10.25,51297
192.168.10.19,38354
192.168.10.9,4271
192.168.10.5,62859
192.168.10.15,55189
192.168.10.51,34850
192.168.10.25,50131
192.168.10.8,57589
192.168.10.51,48673
192.168.10.16,50948
192.168.10.51,48387
192.168.10.8,55167
192.168.10.17,34882
192.168.10.17,55645
192.168.10.16,34610
192.168.10.51,58363
192.168.10.51,50119
192.168.10.14,56359
192.168.10.17,52191
192.168.10.12,60860
192.168.10.5,60725
192.168.10.17,55985
192.168.10.8,49996
192.168.10.15,53552
192.168.10.19,49820
192.168.10.19,45403
209.205.217.43,80
192.168.10.5,62025
192.168.10.16,51834
192.168.10.51,52014
192.168.10.17,50738
192.168.10.16,50182
192.168.10.9,4609
192.168.10.14,52205
192.168.10.51,37119
192.168.10.14,58854
192.168.10.8,51078
192.168.10.15,49784
192.168.10.5,63115
192.168.10.51,55868
192.168.10.12,55590
192.168.10.5,64953
192.168.10.51,57307
192.168.10.51,48674
192.168.10.51,41739
192.168.10.15,52515
192.168.10.9,64812
192.168.10.14,59849
192.168.10.51,48672
192.168.10.9,64813
192.168.10.17,39902
192.168.10.14,58600
192.168.10.51,33845
192.168.10.8,53472
192.168.10.19,51500
192.168.10.51,44457
192.168.10.9,64525
192.168.10.19,58614
192.168.10.25,50055
192.168.10.51,46547
192.168.10.17,33940
192.168.10.19,47277
192.168.10.51,49000
192.168.10.12,54404
192.168.10.5,64720
192.168.10.17,55429
192.168.10.5,64617
192.168.10.5,53295
192.168.10.16,58282
