s.Source_IP,s.Source_Port,l.Label_Name,r.count
172.16.0.1,57474,FTP-Patator,4
172.16.0.1,57468,FTP-Patator,4
172.16.0.1,57470,FTP-Patator,4
172.16.0.1,57460,FTP-Patator,4
172.16.0.1,57456,FTP-Patator,4
172.16.0.1,57464,FTP-Patator,4
172.16.0.1,57462,FTP-Patator,4
172.16.0.1,57458,FTP-Patator,4
172.16.0.1,57466,FTP-Patator,4
172.16.0.1,57454,FTP-Patator,4
172.16.0.1,57452,FTP-Patator,4
172.16.0.1,57448,FTP-Patator,4
172.16.0.1,57450,FTP-Patator,4
172.16.0.1,57446,FTP-Patator,4
172.16.0.1,57436,FTP-Patator,4
172.16.0.1,57442,FTP-Patator,4
172.16.0.1,57444,FTP-Patator,4
172.16.0.1,57438,FTP-Patator,4
172.16.0.1,57440,FTP-Patator,4
172.16.0.1,57434,FTP-Patator,4
172.16.0.1,57432,FTP-Patator,4
172.16.0.1,57428,FTP-Patator,4
172.16.0.1,57426,FTP-Patator,4
172.16.0.1,57424,FTP-Patator,4
172.16.0.1,57416,FTP-Patator,4
172.16.0.1,57418,FTP-Patator,4
172.16.0.1,57422,FTP-Patator,4
172.16.0.1,57420,FTP-Patator,4
172.16.0.1,57430,FTP-Patator,4
172.16.0.1,57414,FTP-Patator,4
172.16.0.1,57412,FTP-Patator,4
172.16.0.1,57396,FTP-Patator,4
172.16.0.1,57404,FTP-Patator,4
172.16.0.1,57398,FTP-Patator,4
172.16.0.1,57400,FTP-Patator,4
172.16.0.1,57402,FTP-Patator,4
172.16.0.1,57410,FTP-Patator,4
172.16.0.1,57408,FTP-Patator,4
172.16.0.1,57406,FTP-Patator,4
172.16.0.1,57392,FTP-Patator,4
172.16.0.1,57394,FTP-Patator,4
172.16.0.1,57378,FTP-Patator,4
172.16.0.1,57382,FTP-Patator,4
172.16.0.1,57380,FTP-Patator,4
172.16.0.1,57376,FTP-Patator,4
172.16.0.1,57390,FTP-Patator,4
172.16.0.1,57384,FTP-Patator,4
172.16.0.1,57388,FTP-Patator,4
172.16.0.1,57386,FTP-Patator,4
172.16.0.1,57374,FTP-Patator,4
172.16.0.1,57372,FTP-Patator,4
172.16.0.1,57358,FTP-Patator,4
172.16.0.1,57362,FTP-Patator,4
172.16.0.1,57370,FTP-Patator,4
172.16.0.1,57364,FTP-Patator,4
172.16.0.1,57360,FTP-Patator,4
172.16.0.1,57366,FTP-Patator,4
172.16.0.1,57368,FTP-Patator,4
172.16.0.1,57356,FTP-Patator,4
172.16.0.1,57354,FTP-Patator,4
172.16.0.1,57352,FTP-Patator,4
172.16.0.1,57344,FTP-Patator,4
172.16.0.1,57348,FTP-Patator,4
172.16.0.1,57350,FTP-Patator,4
172.16.0.1,57346,FTP-Patator,4
172.16.0.1,57342,FTP-Patator,4
172.16.0.1,57340,FTP-Patator,4
172.16.0.1,57336,FTP-Patator,4
172.16.0.1,57338,FTP-Patator,4
172.16.0.1,57334,FTP-Patator,4
172.16.0.1,57332,FTP-Patator,4
172.16.0.1,57326,FTP-Patator,4
172.16.0.1,57328,FTP-Patator,4
172.16.0.1,57324,FTP-Patator,4
172.16.0.1,57322,FTP-Patator,4
172.16.0.1,57330,FTP-Patator,4
172.16.0.1,57320,FTP-Patator,4
172.16.0.1,57318,FTP-Patator,4
172.16.0.1,57316,FTP-Patator,4
172.16.0.1,57314,FTP-Patator,4
172.16.0.1,57312,FTP-Patator,4
172.16.0.1,57296,FTP-Patator,4
172.16.0.1,57302,FTP-Patator,4
172.16.0.1,57298,FTP-Patator,4
172.16.0.1,57300,FTP-Patator,4
172.16.0.1,57304,FTP-Patator,4
172.16.0.1,57306,FTP-Patator,4
172.16.0.1,57310,FTP-Patator,4
172.16.0.1,57308,FTP-Patator,4
172.16.0.1,57294,FTP-Patator,4
172.16.0.1,57292,FTP-Patator,4
172.16.0.1,57282,FTP-Patator,4
172.16.0.1,57280,FTP-Patator,4
172.16.0.1,57278,FTP-Patator,4
172.16.0.1,57284,FTP-Patator,4
172.16.0.1,57290,FTP-Patator,4
172.16.0.1,57288,FTP-Patator,4
172.16.0.1,57286,FTP-Patator,4
172.16.0.1,57274,FTP-Patator,4
172.16.0.1,57276,FTP-Patator,4
172.16.0.1,57272,FTP-Patator,4
172.16.0.1,57256,FTP-Patator,4
172.16.0.1,57262,FTP-Patator,4
172.16.0.1,57258,FTP-Patator,4
172.16.0.1,57260,FTP-Patator,4
172.16.0.1,57270,FTP-Patator,4
172.16.0.1,57268,FTP-Patator,4
172.16.0.1,57266,FTP-Patator,4
172.16.0.1,57264,FTP-Patator,4
172.16.0.1,57254,FTP-Patator,4
172.16.0.1,57252,FTP-Patator,4
172.16.0.1,57244,FTP-Patator,4
172.16.0.1,57246,FTP-Patator,4
172.16.0.1,57238,FTP-Patator,4
172.16.0.1,57242,FTP-Patator,4
172.16.0.1,57240,FTP-Patator,4
172.16.0.1,57248,FTP-Patator,4
172.16.0.1,57250,FTP-Patator,4
172.16.0.1,57234,FTP-Patator,4
172.16.0.1,57236,FTP-Patator,4
172.16.0.1,57232,FTP-Patator,4
172.16.0.1,57230,FTP-Patator,4
172.16.0.1,57228,FTP-Patator,4
172.16.0.1,57216,FTP-Patator,4
172.16.0.1,57218,FTP-Patator,4
172.16.0.1,57222,FTP-Patator,4
172.16.0.1,57220,FTP-Patator,4
172.16.0.1,57224,FTP-Patator,4
172.16.0.1,57226,FTP-Patator,4
172.16.0.1,57214,FTP-Patator,4
172.16.0.1,57212,FTP-Patator,4
172.16.0.1,57204,FTP-Patator,4
172.16.0.1,57206,FTP-Patator,4
172.16.0.1,57208,FTP-Patator,4
172.16.0.1,57210,FTP-Patator,4
172.16.0.1,57196,FTP-Patator,4
172.16.0.1,57192,FTP-Patator,4
172.16.0.1,57202,FTP-Patator,4
172.16.0.1,57194,FTP-Patator,4
172.16.0.1,57198,FTP-Patator,4
172.16.0.1,57200,FTP-Patator,4
172.16.0.1,57178,FTP-Patator,4
172.16.0.1,57176,FTP-Patator,4
172.16.0.1,57172,FTP-Patator,4
172.16.0.1,57174,FTP-Patator,4
172.16.0.1,57164,FTP-Patator,4
172.16.0.1,57166,FTP-Patator,4
172.16.0.1,57168,FTP-Patator,4
172.16.0.1,57170,FTP-Patator,4
172.16.0.1,57162,FTP-Patator,4
172.16.0.1,57158,FTP-Patator,4
172.16.0.1,57160,FTP-Patator,4
172.16.0.1,57156,FTP-Patator,4
172.16.0.1,57154,FTP-Patator,4
172.16.0.1,57152,FTP-Patator,4
172.16.0.1,57146,FTP-Patator,4
172.16.0.1,57144,FTP-Patator,4
172.16.0.1,57148,FTP-Patator,4
172.16.0.1,57150,FTP-Patator,4
172.16.0.1,57142,FTP-Patator,4
172.16.0.1,57136,FTP-Patator,4
172.16.0.1,57140,FTP-Patator,4
172.16.0.1,57138,FTP-Patator,4
172.16.0.1,57132,FTP-Patator,4
172.16.0.1,57134,FTP-Patator,4
172.16.0.1,57122,FTP-Patator,4
172.16.0.1,57124,FTP-Patator,4
172.16.0.1,57126,FTP-Patator,4
172.16.0.1,57128,FTP-Patator,4
172.16.0.1,57130,FTP-Patator,4
172.16.0.1,57118,FTP-Patator,4
172.16.0.1,57116,FTP-Patator,4
172.16.0.1,57120,FTP-Patator,4
172.16.0.1,57112,FTP-Patator,4
172.16.0.1,57114,FTP-Patator,4
172.16.0.1,57106,FTP-Patator,4
172.16.0.1,57110,FTP-Patator,4
172.16.0.1,57108,FTP-Patator,4
172.16.0.1,57102,FTP-Patator,4
172.16.0.1,57104,FTP-Patator,4
172.16.0.1,57096,FTP-Patator,4
172.16.0.1,57098,FTP-Patator,4
172.16.0.1,57100,FTP-Patator,4
172.16.0.1,57092,FTP-Patator,4
172.16.0.1,57094,FTP-Patator,4
172.16.0.1,57082,FTP-Patator,4
172.16.0.1,57084,FTP-Patator,4
172.16.0.1,57090,FTP-Patator,4
172.16.0.1,57086,FTP-Patator,4
172.16.0.1,57088,FTP-Patator,4
172.16.0.1,57076,FTP-Patator,4
172.16.0.1,57078,FTP-Patator,4
172.16.0.1,57080,FTP-Patator,4
172.16.0.1,57072,FTP-Patator,4
172.16.0.1,57074,FTP-Patator,4
172.16.0.1,57062,FTP-Patator,4
172.16.0.1,57064,FTP-Patator,4
172.16.0.1,57068,FTP-Patator,4
172.16.0.1,57066,FTP-Patator,4
172.16.0.1,57070,FTP-Patator,4
172.16.0.1,57056,FTP-Patator,4
172.16.0.1,57058,FTP-Patator,4
172.16.0.1,57060,FTP-Patator,4
172.16.0.1,57052,FTP-Patator,4
172.16.0.1,57054,FTP-Patator,4
172.16.0.1,57042,FTP-Patator,4
172.16.0.1,57044,FTP-Patator,4
172.16.0.1,57048,FTP-Patator,4
172.16.0.1,57050,FTP-Patator,4
172.16.0.1,57046,FTP-Patator,4
172.16.0.1,57038,FTP-Patator,4
172.16.0.1,57036,FTP-Patator,4
172.16.0.1,57040,FTP-Patator,4
172.16.0.1,57032,FTP-Patator,4
172.16.0.1,57034,FTP-Patator,4
172.16.0.1,57026,FTP-Patator,4
172.16.0.1,57024,FTP-Patator,4
172.16.0.1,57022,FTP-Patator,4
172.16.0.1,57030,FTP-Patator,4
172.16.0.1,57028,FTP-Patator,4
172.16.0.1,57018,FTP-Patator,4
172.16.0.1,57020,FTP-Patator,4
172.16.0.1,57016,FTP-Patator,4
172.16.0.1,57012,FTP-Patator,4
172.16.0.1,57014,FTP-Patator,4
172.16.0.1,57010,FTP-Patator,4
172.16.0.1,57006,FTP-Patator,4
172.16.0.1,57008,FTP-Patator,4
172.16.0.1,57002,FTP-Patator,4
172.16.0.1,57004,FTP-Patator,4
172.16.0.1,56996,FTP-Patator,4
172.16.0.1,57000,FTP-Patator,4
172.16.0.1,56998,FTP-Patator,4
172.16.0.1,56992,FTP-Patator,4
172.16.0.1,56994,FTP-Patator,4
172.16.0.1,56988,FTP-Patator,4
172.16.0.1,56990,FTP-Patator,4
172.16.0.1,56986,FTP-Patator,4
172.16.0.1,56984,FTP-Patator,4
172.16.0.1,56982,FTP-Patator,4
172.16.0.1,56976,FTP-Patator,4
172.16.0.1,56978,FTP-Patator,4
172.16.0.1,56980,FTP-Patator,4
172.16.0.1,56974,FTP-Patator,4
172.16.0.1,56972,FTP-Patator,4
172.16.0.1,56968,FTP-Patator,4
172.16.0.1,56966,FTP-Patator,4
172.16.0.1,56960,FTP-Patator,4
172.16.0.1,56962,FTP-Patator,4
172.16.0.1,56964,FTP-Patator,4
172.16.0.1,56954,FTP-Patator,4
172.16.0.1,56956,FTP-Patator,4
172.16.0.1,56958,FTP-Patator,4
172.16.0.1,56950,FTP-Patator,4
172.16.0.1,56952,FTP-Patator,4
172.16.0.1,56946,FTP-Patator,4
172.16.0.1,56948,FTP-Patator,4
172.16.0.1,56940,FTP-Patator,4
172.16.0.1,56942,FTP-Patator,4
172.16.0.1,56944,FTP-Patator,4
172.16.0.1,56938,FTP-Patator,4
172.16.0.1,56936,FTP-Patator,4
172.16.0.1,56934,FTP-Patator,4
172.16.0.1,56932,FTP-Patator,4
172.16.0.1,56930,FTP-Patator,4
172.16.0.1,56924,FTP-Patator,4
172.16.0.1,56920,FTP-Patator,4
172.16.0.1,56922,FTP-Patator,4
172.16.0.1,56926,FTP-Patator,4
172.16.0.1,56928,FTP-Patator,4
172.16.0.1,56916,FTP-Patator,4
172.16.0.1,56918,FTP-Patator,4
172.16.0.1,56914,FTP-Patator,4
172.16.0.1,56910,FTP-Patator,4
172.16.0.1,56912,FTP-Patator,4
172.16.0.1,56900,FTP-Patator,4
172.16.0.1,56902,FTP-Patator,4
172.16.0.1,56906,FTP-Patator,4
172.16.0.1,56908,FTP-Patator,4
172.16.0.1,56904,FTP-Patator,4
172.16.0.1,56898,FTP-Patator,4
172.16.0.1,56894,FTP-Patator,4
172.16.0.1,56896,FTP-Patator,4
172.16.0.1,56890,FTP-Patator,4
172.16.0.1,56892,FTP-Patator,4
172.16.0.1,56884,FTP-Patator,4
172.16.0.1,56888,FTP-Patator,4
172.16.0.1,56886,FTP-Patator,4
172.16.0.1,56880,FTP-Patator,4
172.16.0.1,56882,FTP-Patator,4
172.16.0.1,56878,FTP-Patator,4
172.16.0.1,56876,FTP-Patator,4
172.16.0.1,56874,FTP-Patator,4
172.16.0.1,56872,FTP-Patator,4
172.16.0.1,56870,FTP-Patator,4
172.16.0.1,56862,FTP-Patator,4
172.16.0.1,56864,FTP-Patator,4
172.16.0.1,56860,FTP-Patator,4
172.16.0.1,56868,FTP-Patator,4
172.16.0.1,56866,FTP-Patator,4
172.16.0.1,56856,FTP-Patator,4
172.16.0.1,56858,FTP-Patator,4
172.16.0.1,56854,FTP-Patator,4
172.16.0.1,56852,FTP-Patator,4
172.16.0.1,56850,FTP-Patator,4
172.16.0.1,56840,FTP-Patator,4
172.16.0.1,56842,FTP-Patator,4
172.16.0.1,56844,FTP-Patator,4
172.16.0.1,56848,FTP-Patator,4
172.16.0.1,56846,FTP-Patator,4
172.16.0.1,56838,FTP-Patator,4
172.16.0.1,56834,FTP-Patator,4
172.16.0.1,56836,FTP-Patator,4
172.16.0.1,56830,FTP-Patator,4
172.16.0.1,56832,FTP-Patator,4
172.16.0.1,56820,FTP-Patator,4
172.16.0.1,56822,FTP-Patator,4
172.16.0.1,56824,FTP-Patator,4
172.16.0.1,56828,FTP-Patator,4
172.16.0.1,56826,FTP-Patator,4
172.16.0.1,56818,FTP-Patator,4
172.16.0.1,56816,FTP-Patator,4
172.16.0.1,56814,FTP-Patator,4
172.16.0.1,56810,FTP-Patator,4
172.16.0.1,56812,FTP-Patator,4
172.16.0.1,56800,FTP-Patator,4
172.16.0.1,56802,FTP-Patator,4
172.16.0.1,56804,FTP-Patator,4
172.16.0.1,56808,FTP-Patator,4
172.16.0.1,56806,FTP-Patator,4
172.16.0.1,56792,FTP-Patator,4
172.16.0.1,56794,FTP-Patator,4
172.16.0.1,56798,FTP-Patator,4
172.16.0.1,56796,FTP-Patator,4
172.16.0.1,56790,FTP-Patator,4
172.16.0.1,56780,FTP-Patator,4
172.16.0.1,56784,FTP-Patator,4
172.16.0.1,56782,FTP-Patator,4
172.16.0.1,56786,FTP-Patator,4
172.16.0.1,56788,FTP-Patator,4
172.16.0.1,56770,FTP-Patator,4
172.16.0.1,56772,FTP-Patator,4
172.16.0.1,56776,FTP-Patator,4
172.16.0.1,56778,FTP-Patator,4
172.16.0.1,56774,FTP-Patator,4
172.16.0.1,56766,FTP-Patator,4
172.16.0.1,56768,FTP-Patator,4
172.16.0.1,56764,FTP-Patator,4
172.16.0.1,56760,FTP-Patator,4
172.16.0.1,56762,FTP-Patator,4
172.16.0.1,56752,FTP-Patator,4
172.16.0.1,56750,FTP-Patator,4
172.16.0.1,56758,FTP-Patator,4
172.16.0.1,56754,FTP-Patator,4
172.16.0.1,56756,FTP-Patator,4
172.16.0.1,56742,FTP-Patator,4
172.16.0.1,56740,FTP-Patator,4
172.16.0.1,56744,FTP-Patator,4
172.16.0.1,56748,FTP-Patator,4
172.16.0.1,56746,FTP-Patator,4
172.16.0.1,56730,FTP-Patator,4
172.16.0.1,56732,FTP-Patator,4
172.16.0.1,56736,FTP-Patator,4
172.16.0.1,56738,FTP-Patator,4
172.16.0.1,56734,FTP-Patator,4
172.16.0.1,56720,FTP-Patator,4
172.16.0.1,56722,FTP-Patator,4
172.16.0.1,56728,FTP-Patator,4
172.16.0.1,56724,FTP-Patator,4
172.16.0.1,56726,FTP-Patator,4
172.16.0.1,56710,FTP-Patator,4
172.16.0.1,56716,FTP-Patator,4
172.16.0.1,56712,FTP-Patator,4
172.16.0.1,56714,FTP-Patator,4
172.16.0.1,56718,FTP-Patator,4
172.16.0.1,56700,FTP-Patator,4
172.16.0.1,56702,FTP-Patator,4
172.16.0.1,56706,FTP-Patator,4
172.16.0.1,56704,FTP-Patator,4
172.16.0.1,56708,FTP-Patator,4
172.16.0.1,56690,FTP-Patator,4
172.16.0.1,56696,FTP-Patator,4
172.16.0.1,56694,FTP-Patator,4
172.16.0.1,56692,FTP-Patator,4
172.16.0.1,56698,FTP-Patator,4
172.16.0.1,56680,FTP-Patator,4
172.16.0.1,56688,FTP-Patator,4
172.16.0.1,56682,FTP-Patator,4
172.16.0.1,56684,FTP-Patator,4
172.16.0.1,56686,FTP-Patator,4
172.16.0.1,56670,FTP-Patator,4
172.16.0.1,56674,FTP-Patator,4
172.16.0.1,56676,FTP-Patator,4
172.16.0.1,56672,FTP-Patator,4
172.16.0.1,56678,FTP-Patator,4
172.16.0.1,56664,FTP-Patator,4
172.16.0.1,56666,FTP-Patator,4
172.16.0.1,56668,FTP-Patator,4
172.16.0.1,56660,FTP-Patator,4
172.16.0.1,56662,FTP-Patator,4
172.16.0.1,56650,FTP-Patator,4
172.16.0.1,56656,FTP-Patator,4
172.16.0.1,56652,FTP-Patator,4
172.16.0.1,56654,FTP-Patator,4
172.16.0.1,56658,FTP-Patator,4
172.16.0.1,56646,FTP-Patator,4
172.16.0.1,56648,FTP-Patator,4
172.16.0.1,56644,FTP-Patator,4
172.16.0.1,56640,FTP-Patator,4
172.16.0.1,56642,FTP-Patator,4
172.16.0.1,56638,FTP-Patator,4
172.16.0.1,56636,FTP-Patator,4
172.16.0.1,56630,FTP-Patator,4
172.16.0.1,56634,FTP-Patator,4
172.16.0.1,56632,FTP-Patator,4
172.16.0.1,56624,FTP-Patator,4
172.16.0.1,56626,FTP-Patator,4
172.16.0.1,56628,FTP-Patator,4
172.16.0.1,56622,FTP-Patator,4
172.16.0.1,56620,FTP-Patator,4
172.16.0.1,56616,FTP-Patator,4
172.16.0.1,56618,FTP-Patator,4
172.16.0.1,56612,FTP-Patator,4
172.16.0.1,56614,FTP-Patator,4
172.16.0.1,56610,FTP-Patator,4
172.16.0.1,56602,FTP-Patator,4
172.16.0.1,56606,FTP-Patator,4
172.16.0.1,56608,FTP-Patator,4
172.16.0.1,56604,FTP-Patator,4
172.16.0.1,56600,FTP-Patator,4
172.16.0.1,56596,FTP-Patator,4
172.16.0.1,56598,FTP-Patator,4
172.16.0.1,56590,FTP-Patator,4
172.16.0.1,56594,FTP-Patator,4
172.16.0.1,56592,FTP-Patator,4
172.16.0.1,56582,FTP-Patator,4
172.16.0.1,56584,FTP-Patator,4
172.16.0.1,56586,FTP-Patator,4
172.16.0.1,56588,FTP-Patator,4
172.16.0.1,56580,FTP-Patator,4
172.16.0.1,56578,FTP-Patator,4
172.16.0.1,56576,FTP-Patator,4
172.16.0.1,56566,FTP-Patator,4
172.16.0.1,56568,FTP-Patator,4
172.16.0.1,56572,FTP-Patator,4
172.16.0.1,56570,FTP-Patator,4
172.16.0.1,56574,FTP-Patator,4
172.16.0.1,56564,FTP-Patator,4
172.16.0.1,56562,FTP-Patator,4
172.16.0.1,56560,FTP-Patator,4
172.16.0.1,56558,FTP-Patator,4
172.16.0.1,56552,FTP-Patator,4
172.16.0.1,56554,FTP-Patator,4
172.16.0.1,56548,FTP-Patator,4
172.16.0.1,56546,FTP-Patator,4
172.16.0.1,56550,FTP-Patator,4
172.16.0.1,56544,FTP-Patator,4
172.16.0.1,56542,FTP-Patator,4
172.16.0.1,56540,FTP-Patator,4
172.16.0.1,56534,FTP-Patator,4
172.16.0.1,56536,FTP-Patator,4
172.16.0.1,56538,FTP-Patator,4
172.16.0.1,56556,FTP-Patator,2
172.16.0.1,56530,FTP-Patator,4
172.16.0.1,56532,FTP-Patator,4
172.16.0.1,56526,FTP-Patator,4
172.16.0.1,56528,FTP-Patator,4
172.16.0.1,56522,FTP-Patator,4
172.16.0.1,56524,FTP-Patator,4
172.16.0.1,56520,FTP-Patator,4
172.16.0.1,56510,FTP-Patator,4
172.16.0.1,56512,FTP-Patator,4
172.16.0.1,56514,FTP-Patator,4
172.16.0.1,56516,FTP-Patator,4
172.16.0.1,56518,FTP-Patator,4
172.16.0.1,56506,FTP-Patator,4
172.16.0.1,56508,FTP-Patator,4
172.16.0.1,56500,FTP-Patator,4
172.16.0.1,56504,FTP-Patator,4
172.16.0.1,56502,FTP-Patator,4
172.16.0.1,56496,FTP-Patator,4
172.16.0.1,56498,FTP-Patator,4
172.16.0.1,56486,FTP-Patator,4
172.16.0.1,56488,FTP-Patator,4
172.16.0.1,56492,FTP-Patator,4
172.16.0.1,56490,FTP-Patator,4
172.16.0.1,56494,FTP-Patator,4
172.16.0.1,56482,FTP-Patator,4
172.16.0.1,56484,FTP-Patator,4
172.16.0.1,56480,FTP-Patator,4
172.16.0.1,56470,FTP-Patator,4
172.16.0.1,56472,FTP-Patator,4
172.16.0.1,56474,FTP-Patator,4
172.16.0.1,56478,FTP-Patator,4
172.16.0.1,56476,FTP-Patator,4
172.16.0.1,56466,FTP-Patator,4
172.16.0.1,56468,FTP-Patator,4
172.16.0.1,56460,FTP-Patator,4
172.16.0.1,56462,FTP-Patator,4
172.16.0.1,56464,FTP-Patator,4
172.16.0.1,56452,FTP-Patator,4
172.16.0.1,56450,FTP-Patator,4
172.16.0.1,56456,FTP-Patator,4
172.16.0.1,56454,FTP-Patator,4
172.16.0.1,56458,FTP-Patator,4
172.16.0.1,56448,FTP-Patator,4
172.16.0.1,56446,FTP-Patator,4
172.16.0.1,56440,FTP-Patator,4
172.16.0.1,56444,FTP-Patator,4
172.16.0.1,56442,FTP-Patator,4
172.16.0.1,56432,FTP-Patator,4
172.16.0.1,56434,FTP-Patator,4
172.16.0.1,56436,FTP-Patator,4
172.16.0.1,56438,FTP-Patator,4
172.16.0.1,56426,FTP-Patator,4
172.16.0.1,56430,FTP-Patator,4
172.16.0.1,56428,FTP-Patator,4
172.16.0.1,56424,FTP-Patator,4
172.16.0.1,56422,FTP-Patator,4
172.16.0.1,56420,FTP-Patator,4
172.16.0.1,56414,FTP-Patator,4
172.16.0.1,56418,FTP-Patator,4
172.16.0.1,56406,FTP-Patator,4
172.16.0.1,56412,FTP-Patator,4
172.16.0.1,56408,FTP-Patator,4
172.16.0.1,56410,FTP-Patator,4
172.16.0.1,56416,FTP-Patator,4
172.16.0.1,56404,FTP-Patator,4
172.16.0.1,56402,FTP-Patator,4
172.16.0.1,56400,FTP-Patator,4
172.16.0.1,56388,FTP-Patator,4
172.16.0.1,56394,FTP-Patator,4
172.16.0.1,56392,FTP-Patator,4
172.16.0.1,56398,FTP-Patator,4
172.16.0.1,56386,FTP-Patator,4
172.16.0.1,56390,FTP-Patator,4
172.16.0.1,56396,FTP-Patator,4
172.16.0.1,56382,FTP-Patator,4
172.16.0.1,56380,FTP-Patator,4
172.16.0.1,56384,FTP-Patator,4
172.16.0.1,56368,FTP-Patator,4
172.16.0.1,56370,FTP-Patator,4
172.16.0.1,56376,FTP-Patator,4
172.16.0.1,56372,FTP-Patator,4
172.16.0.1,56374,FTP-Patator,4
172.16.0.1,56378,FTP-Patator,4
172.16.0.1,56366,FTP-Patator,4
172.16.0.1,56360,FTP-Patator,4
172.16.0.1,56364,FTP-Patator,4
172.16.0.1,56362,FTP-Patator,4
172.16.0.1,56348,FTP-Patator,4
172.16.0.1,56350,FTP-Patator,4
172.16.0.1,56346,FTP-Patator,4
172.16.0.1,56358,FTP-Patator,4
172.16.0.1,56352,FTP-Patator,4
172.16.0.1,56356,FTP-Patator,4
172.16.0.1,56354,FTP-Patator,4
172.16.0.1,56342,FTP-Patator,4
172.16.0.1,56344,FTP-Patator,4
172.16.0.1,56340,FTP-Patator,4
172.16.0.1,56328,FTP-Patator,4
172.16.0.1,56326,FTP-Patator,4
172.16.0.1,56330,FTP-Patator,4
172.16.0.1,56334,FTP-Patator,4
172.16.0.1,56332,FTP-Patator,4
172.16.0.1,56338,FTP-Patator,4
172.16.0.1,56336,FTP-Patator,4
172.16.0.1,56324,FTP-Patator,4
172.16.0.1,56320,FTP-Patator,4
172.16.0.1,56322,FTP-Patator,4
172.16.0.1,56308,FTP-Patator,4
172.16.0.1,56306,FTP-Patator,4
172.16.0.1,56310,FTP-Patator,4
172.16.0.1,56312,FTP-Patator,4
172.16.0.1,56316,FTP-Patator,4
172.16.0.1,56318,FTP-Patator,4
172.16.0.1,56314,FTP-Patator,4
172.16.0.1,56302,FTP-Patator,4
172.16.0.1,56300,FTP-Patator,4
172.16.0.1,56304,FTP-Patator,4
172.16.0.1,56290,FTP-Patator,4
172.16.0.1,56288,FTP-Patator,4
172.16.0.1,56286,FTP-Patator,4
172.16.0.1,56292,FTP-Patator,2
172.16.0.1,56296,FTP-Patator,4
172.16.0.1,56298,FTP-Patator,4
172.16.0.1,56294,FTP-Patator,4
172.16.0.1,56284,FTP-Patator,4
172.16.0.1,56280,FTP-Patator,4
172.16.0.1,56266,FTP-Patator,4
172.16.0.1,56270,FTP-Patator,4
172.16.0.1,56268,FTP-Patator,4
172.16.0.1,56272,FTP-Patator,4
172.16.0.1,56274,FTP-Patator,4
172.16.0.1,56276,FTP-Patator,4
172.16.0.1,56278,FTP-Patator,4
172.16.0.1,56264,FTP-Patator,4
172.16.0.1,56282,FTP-Patator,2
172.16.0.1,56260,FTP-Patator,4
172.16.0.1,56252,FTP-Patator,4
172.16.0.1,56244,FTP-Patator,4
172.16.0.1,56246,FTP-Patator,4
172.16.0.1,56254,FTP-Patator,4
172.16.0.1,56248,FTP-Patator,4
172.16.0.1,56250,FTP-Patator,4
172.16.0.1,56256,FTP-Patator,4
172.16.0.1,56238,FTP-Patator,4
172.16.0.1,56240,FTP-Patator,4
172.16.0.1,56242,FTP-Patator,4
172.16.0.1,56262,FTP-Patator,2
172.16.0.1,56226,FTP-Patator,4
172.16.0.1,56232,FTP-Patator,4
172.16.0.1,56228,FTP-Patator,4
172.16.0.1,56234,FTP-Patator,4
172.16.0.1,56236,FTP-Patator,4
172.16.0.1,56224,FTP-Patator,4
172.16.0.1,56230,FTP-Patator,4
172.16.0.1,56222,FTP-Patator,4
172.16.0.1,56220,FTP-Patator,4
172.16.0.1,56218,FTP-Patator,4
172.16.0.1,56214,FTP-Patator,4
172.16.0.1,56216,FTP-Patator,4
172.16.0.1,56208,FTP-Patator,4
172.16.0.1,56212,FTP-Patator,4
172.16.0.1,56210,FTP-Patator,4
172.16.0.1,56204,FTP-Patator,4
172.16.0.1,56206,FTP-Patator,4
172.16.0.1,56198,FTP-Patator,4
172.16.0.1,56200,FTP-Patator,4
172.16.0.1,56202,FTP-Patator,4
172.16.0.1,56196,FTP-Patator,4
172.16.0.1,56194,FTP-Patator,4
172.16.0.1,56184,FTP-Patator,4
172.16.0.1,56186,FTP-Patator,4
172.16.0.1,56188,FTP-Patator,4
172.16.0.1,56190,FTP-Patator,4
172.16.0.1,56192,FTP-Patator,4
172.16.0.1,56182,FTP-Patator,4
172.16.0.1,56178,FTP-Patator,4
172.16.0.1,56180,FTP-Patator,4
172.16.0.1,56174,FTP-Patator,4
172.16.0.1,56176,FTP-Patator,4
172.16.0.1,56164,FTP-Patator,4
172.16.0.1,56168,FTP-Patator,4
172.16.0.1,56166,FTP-Patator,4
172.16.0.1,56170,FTP-Patator,4
172.16.0.1,56172,FTP-Patator,4
172.16.0.1,56162,FTP-Patator,4
172.16.0.1,56158,FTP-Patator,4
172.16.0.1,56160,FTP-Patator,4
172.16.0.1,56154,FTP-Patator,4
172.16.0.1,56156,FTP-Patator,4
172.16.0.1,56148,FTP-Patator,4
172.16.0.1,56146,FTP-Patator,4
172.16.0.1,56150,FTP-Patator,4
172.16.0.1,56152,FTP-Patator,4
172.16.0.1,56144,FTP-Patator,4
172.16.0.1,56142,FTP-Patator,4
172.16.0.1,56138,FTP-Patator,4
172.16.0.1,56140,FTP-Patator,4
172.16.0.1,56136,FTP-Patator,4
172.16.0.1,56134,FTP-Patator,4
172.16.0.1,56124,FTP-Patator,4
172.16.0.1,56126,FTP-Patator,4
172.16.0.1,56128,FTP-Patator,4
